Country Name,Country Code,Series Name,Series Code,2007,2008,2009,2010,2011,2012,2013,2014,2015
Myanmar,MMR,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,110671801.6,81468573.32,95450162.06,84466984.72,101192809.4,..,..,..,..
Myanmar,MMR,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,..,..,..,..,..,2.500966667,2.908608207,..,..
Myanmar,MMR,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,..,..,..,..,..,1849073725,1668555150,..,..
Myanmar,MMR,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,..,..,..,..,..,0.7,0.7,0.7,..
Myanmar,MMR,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,..,..,..,..,..,517540527.2,401562713.8,435360443.3,..
Myanmar,MMR,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,..,..,..,..,..,2.321853731,3.217811353,2.85988964,..
Myanmar,MMR,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,2117707845,3187836851,1429830161,1772481553,2072519082,1716647720,1845932942,1778689745,0
Myanmar,MMR,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,..,..,..,..,..,0.154421912,0.158830044,0.162397058,..
Myanmar,MMR,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,42891874.38,5682618.482,7993342.991,39452691.79,96609092.08,114170854.1,91114605.19,101001793.2,0
Myanmar,MMR,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..,..,..,..,..,2.771545794,3.787709375,3.947849914,..
Myanmar,MMR,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..,..,..,..,..,0.295270151,0.411067977,0.925563216,..
Myanmar,MMR,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,44490614.37,46998459.05,22332295.75,0,115461221,218306099.2,235813675.1,575648017.3,..
Myanmar,MMR,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,1201868729,1074818566,1037562085,..,..,..,..,..,..
Myanmar,MMR,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,41.49917984,39.8965416,40.57698059,39.9931488,..,..,..,44.11071014,..
Myanmar,MMR,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,41.36294937,..,40.63240814,39.16519928,..,..,..,..,..
Myanmar,MMR,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,41.63497162,..,40.52180099,40.81623077,..,..,..,..,..
Myanmar,MMR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,92.92315674,93.09004974
Myanmar,MMR,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,21000,19000,17000,15000,15000,14000,13000,12000,12000
Myanmar,MMR,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,19000,17000,15000,14000,13000,13000,12000,12000,11000
Myanmar,MMR,Age dependency ratio (% of working-age population),SP.POP.DPND,54.78508839,54.39696359,53.94127126,53.43074051,52.56778559,51.69492103,50.81128072,49.9231617,49.05411871
Myanmar,MMR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.6694325,7.700940227,7.720086701,7.728404672,7.755527952,7.767791396,7.790857802,7.858627399,7.988812773
Myanmar,MMR,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,47.11565589,46.69602337,46.22118455,45.70233584,44.81225764,43.92712963,43.02042292,42.0645343,41.06530594
Myanmar,MMR,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,24.75801068,..,..,..,..,..,..,..,..
Myanmar,MMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,18.33761782,18.79199767,19.04331854,19.17460123,19.22270355,19.21304448,19.27328964,19.36209959,..
Myanmar,MMR,Agricultural land (sq. km),AG.LND.AGRI.K2,119840,122770,124410,125260,125580,125490,125870,126450,..
Myanmar,MMR,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,74.18167953,77.01091817,..,..,..,..,..,..,..
Myanmar,MMR,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,57526.55721,58921.59257,..,..,..,..,..,..,..
Myanmar,MMR,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,47.79490016,53.40046681,..,..,..,..,..,..,..
Myanmar,MMR,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,12939.4899,12688.4705,..,..,..,..,..,..,..
Myanmar,MMR,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,..,..,..,10.61468967,..,..,..,..,..
Myanmar,MMR,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,..,..,..,0.435497833,..,..,..,..,..
Myanmar,MMR,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,918.8758737,967.4163138,1014.696642,971.7539636,956.3244109,963.3681457,989.3949813,1007.983464,1034.194964
Myanmar,MMR,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,8.605752934,6.268154853,5.882791596,-3.331657549,-0.660672322,1.682026433,3.640520022,2.754219232,3.406069438
Myanmar,MMR,"Agriculture, value added (constant 2010 US$)",NV.AGR.TOTL.KD,16785105584,17837221994,18886548591,18257313469,18136692452,18441756413,19113132248,19639549812,20308486516
Myanmar,MMR,"Agriculture, value added (constant LCU)",NV.AGR.TOTL.KN,1.34769E+13,1.43217E+13,1.51642E+13,1.4659E+13,1.45621E+13,1.48071E+13,1.53461E+13,1.57688E+13,1.63059E+13
Myanmar,MMR,"Agriculture, value added (current LCU)",NV.AGR.TOTL.CN,1.01098E+13,1.17737E+13,1.29164E+13,1.4659E+13,1.50483E+13,1.56803E+13,1.7133E+13,1.81623E+13,1.94678E+13
Myanmar,MMR,"Agriculture, value added (current US$)",NV.AGR.TOTL.CD,8743607493,12832674137,14064252113,18257313469,19490341345,18271869556,17759472110,18249260374,16744946372
Myanmar,MMR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,2.867,2.83,2.614,2.06226,3.53038,3.829875041,2.861556,3.901646567,3.365967776
Myanmar,MMR,"Air transport, passengers carried",IS.AIR.PSGR,1662866,1637923,1527346,924207,1539676,1663425.435,1572120,1898748,2029139.652
Myanmar,MMR,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,29235,29514,28499,20485,32354,37798.82982,38028,48192,49505.6
Myanmar,MMR,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.MTER.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"All education staff compensation, total (% of total expenditure in public institutions)",SE.XPD.MTOT.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1.993706163,2.32687122,3.170678602,3.143746395,4.529848222,4.278386052,4.607491407,..,..
Myanmar,MMR,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,..,..,..,..,..,..,..,88.99,..
Myanmar,MMR,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,..,..,..,..,..,..,..,10,..
Myanmar,MMR,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,..,..,..,..,..,..,..,1,..
Myanmar,MMR,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,..,..,..,..,..,..,..,33.23,..
Myanmar,MMR,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,5,6,9,13,17,24,30,38,47
Myanmar,MMR,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,..,..,..,39,41,55,60,75,77
Myanmar,MMR,Aquaculture production (metric tons),ER.FSH.AQUA.MT,604660,675064,779296.4,852791,819156.4,888369,930780,964255.83,..
Myanmar,MMR,Arable land (% of land area),AG.LND.ARBL.ZS,16.18466153,16.36895195,16.52227154,16.54930655,16.51027874,16.46023119,16.49415079,16.52018129,..
Myanmar,MMR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.20862421,0.209562978,0.210123765,0.208976809,0.206924028,0.204610089,0.203307315,0.201900704,..
Myanmar,MMR,Arable land (hectares),AG.LND.ARBL.HA,10577000,10694000,10794000,10811000,10786000,10751000,10772000,10789000,..
Myanmar,MMR,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,..,..,69.3,..,..,..,..,..
Myanmar,MMR,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,1.86253842,1.842910589,1.82122675,1.800004854,1.775959669,1.749309513,1.724308517,1.698544421,..
Myanmar,MMR,"Armed forces personnel, total",MS.MIL.TOTL.P1,513000,513000,513250,513250,513250,513250,513250,513250,..
Myanmar,MMR,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,138000000,93000000,52000000,63000000,664000000,478000000,237000000,300000000,320000000
Myanmar,MMR,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,..,..,..,0.088404461,0.591502491,1.641344869,1.902778323
Myanmar,MMR,Average grace period on new external debt commitments (years),DT.GPA.DPPG,0,0,0,0,0,9.38,9.5541,6.978,0
Myanmar,MMR,"Average grace period on new external debt commitments, official (years)",DT.GPA.OFFT,0,0,0,0,0,9.38,9.5541,6.978,0
Myanmar,MMR,"Average grace period on new external debt commitments, private (years)",DT.GPA.PRVT,0,0,0,0,0,0,0,0,0
Myanmar,MMR,Average grant element on new external debt commitments (%),DT.GRE.DPPG,0,0,0,0,0,74.2769,77.239,72.008,0
Myanmar,MMR,"Average grant element on new external debt commitments, official (%)",DT.GRE.OFFT,0,0,0,0,0,74.2769,77.239,72.008,0
Myanmar,MMR,"Average grant element on new external debt commitments, private (%)",DT.GRE.PRVT,0,0,0,0,0,0,0,0,0
Myanmar,MMR,Average interest on new external debt commitments (%),DT.INR.DPPG,0,0,0,0,0,0.8843,0.9472,1.1049,0
Myanmar,MMR,"Average interest on new external debt commitments, official (%)",DT.INR.OFFT,0,0,0,0,0,0.8843,0.9472,1.1049,0
Myanmar,MMR,"Average interest on new external debt commitments, private (%)",DT.INR.PRVT,0,0,0,0,0,0,0,0,0
Myanmar,MMR,Average maturity on new external debt commitments (years),DT.MAT.DPPG,0,0,0,0,0,31.3538,37.1488,34.1135,0
Myanmar,MMR,"Average maturity on new external debt commitments, official (years)",DT.MAT.OFFT,0,0,0,0,0,31.3538,37.1488,34.1135,0
Myanmar,MMR,"Average maturity on new external debt commitments, private (years)",DT.MAT.PRVT,0,0,0,0,0,0,0,0,0
Myanmar,MMR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2091,..,..,..,..,2091,..,2091,..
Myanmar,MMR,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..,..,4.4,..
Myanmar,MMR,Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,..,..,..,..,..,..,..,..,7.388823529
Myanmar,MMR,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..,..,..,..,..,..,..,..
